9,0000E+02	2,59E-27
9,0020E+02	2,58E-27
9,0040E+02	2,58E-27
9,0060E+02	2,57E-27
9,0080E+02	2,56E-27
9,0100E+02	2,56E-27
9,0120E+02	2,54E-27
9,0140E+02	2,53E-27
9,0160E+02	2,51E-27
9,0180E+02	2,50E-27
9,0200E+02	2,49E-27
9,0220E+02	2,49E-27
9,0240E+02	2,49E-27
9,0260E+02	2,49E-27
9,0280E+02	2,49E-27
9,0300E+02	2,49E-27
9,0320E+02	2,48E-27
9,0340E+02	2,47E-27
9,0360E+02	2,47E-27
9,0380E+02	2,46E-27
9,0400E+02	2,45E-27
9,0420E+02	2,42E-27
9,0440E+02	2,38E-27
9,0460E+02	2,35E-27
9,0480E+02	2,32E-27
9,0500E+02	2,28E-27
9,0520E+02	2,26E-27
9,0540E+02	2,24E-27
9,0560E+02	2,22E-27
9,0580E+02	2,20E-27
9,0600E+02	2,18E-27
9,0620E+02	2,17E-27
9,0640E+02	2,15E-27
9,0660E+02	2,14E-27
9,0680E+02	2,13E-27
9,0700E+02	2,11E-27
9,0720E+02	2,12E-27
9,0740E+02	2,13E-27
9,0760E+02	2,13E-27
9,0780E+02	2,14E-27
9,0800E+02	2,15E-27
9,0820E+02	2,15E-27
9,0840E+02	2,15E-27
9,0860E+02	2,15E-27
9,0880E+02	2,15E-27
9,0900E+02	2,15E-27
9,0920E+02	2,13E-27
9,0940E+02	2,12E-27
9,0960E+02	2,11E-27
9,0980E+02	2,09E-27
9,1000E+02	2,08E-27
9,1020E+02	2,07E-27
9,1040E+02	2,06E-27
9,1060E+02	2,06E-27
9,1080E+02	2,05E-27
9,1100E+02	2,04E-27
9,1120E+02	2,05E-27
9,1140E+02	2,06E-27
9,1160E+02	2,06E-27
9,1180E+02	2,07E-27
9,1200E+02	2,08E-27
9,1220E+02	2,09E-27
9,1240E+02	2,09E-27
9,1260E+02	2,10E-27
9,1280E+02	2,11E-27
9,1300E+02	2,11E-27
9,1320E+02	2,11E-27
9,1340E+02	2,11E-27
9,1360E+02	2,11E-27
9,1380E+02	2,11E-27
9,1400E+02	2,11E-27
9,1420E+02	2,12E-27
9,1440E+02	2,13E-27
9,1460E+02	2,13E-27
9,1480E+02	2,14E-27
9,1500E+02	2,15E-27
9,1520E+02	2,16E-27
9,1540E+02	2,17E-27
9,1560E+02	2,19E-27
9,1580E+02	2,20E-27
9,1600E+02	2,21E-27
9,1620E+02	2,21E-27
9,1640E+02	2,21E-27
9,1660E+02	2,21E-27
9,1680E+02	2,21E-27
9,1700E+02	2,21E-27
9,1720E+02	2,21E-27
9,1740E+02	2,20E-27
9,1760E+02	2,19E-27
9,1780E+02	2,19E-27
9,1800E+02	2,18E-27
9,1820E+02	2,19E-27
9,1840E+02	2,19E-27
9,1860E+02	2,20E-27
9,1880E+02	2,21E-27
9,1900E+02	2,21E-27
9,1920E+02	2,23E-27
9,1940E+02	2,26E-27
9,1960E+02	2,28E-27
9,1980E+02	2,30E-27
9,2000E+02	2,32E-27
9,2020E+02	2,32E-27
9,2040E+02	2,33E-27
9,2060E+02	2,34E-27
9,2080E+02	2,34E-27
9,2100E+02	2,35E-27
9,2120E+02	2,36E-27
9,2140E+02	2,38E-27
9,2160E+02	2,39E-27
9,2180E+02	2,41E-27
9,2200E+02	2,42E-27
9,2220E+02	2,43E-27
9,2240E+02	2,45E-27
9,2260E+02	2,46E-27
9,2280E+02	2,47E-27
9,2300E+02	2,49E-27
9,2320E+02	2,49E-27
9,2340E+02	2,50E-27
9,2360E+02	2,51E-27
9,2380E+02	2,51E-27
9,2400E+02	2,52E-27
9,2420E+02	2,54E-27
9,2440E+02	2,56E-27
9,2460E+02	2,58E-27
9,2480E+02	2,60E-27
9,2500E+02	2,62E-27
9,2520E+02	2,64E-27
9,2540E+02	2,65E-27
9,2560E+02	2,66E-27
9,2580E+02	2,68E-27
9,2600E+02	2,69E-27
9,2620E+02	2,70E-27
9,2640E+02	2,71E-27
9,2660E+02	2,71E-27
9,2680E+02	2,72E-27
9,2700E+02	2,73E-27
